156 56 57
156 112 58
217 135 74
273 157 90
327 179 106
369 201 122
411 227 138
468 251 154
501 272 169
538 297 185
574 320 201
620 344 217
658 368 233
694 391 249
741 415 265
772 439 281
822 463 297
853 486 313
885 507 329
920 527 345
958 551 361
994 573 377
1027 595 393
1065 618 409
1093 641 424
1134 663 440
1160 685 456
1181 708 472
1214 729 488
1242 749 504
1273 769 520
1297 791 536
1320 812 552
1348 832 567
1369 853 583
1397 874 599
1426 898 615
1447 920 631
1467 942 647
1497 963 663
1534 985 679
1555 1006 695
1589 1029 711
1610 1052 727
1642 1074 743
1671 1098 759
1699 1120 775
1724 1142 791
1754 1164 806
1786 1186 822
1815 1208 838
1843 1231 854
1875 1254 870
1901 1276 886
1931 1298 902
1961 1323 918
1979 1345 934
2009 1372 950
2026 1395 966
2049 1418 981
2072 1443 997
2097 1467 1013
2113 1492 1029
2126 1516 1045
2139 1538 1061
2149 1564 1076
2163 1588 1092
2182 1612 1108
2192 1637 1124
2204 1659 1140
2213 1681 1155
2225 1705 1171
2235 1728 1187
2253 1753 1203
2270 1778 1219
2283 1802 1235
2291 1827 1251
2302 1851 1267
2317 1874 1283
2325 1897 1299
2335 1920 1315
2347 1942 1331
2358 1963 1347
2365 1983 1362
2375 2004 1377
2383 2026 1393
2397 2048 1408
2407 2072 1423
2426 2097 1439
2439 2118 1454
2626 2166 1456
2626 2186 1456
2756 2236 1460
2756 2236 1460
2835 2282 1465
2835 2282 1465
2906 2326 1465
2906 2326 1465
3018 2367 1465
3018 2367 1465
3135 2416 1473
3135 2416 1473
3135 2434 1473
3135 2434 1473
3203 2482 1474
3203 2498 1474
3203 2498 1474
3222 2542 1476
3222 2563 1476
3222 2563 1476
3361 2613 1476
3361 2613 1476
3361 2613 1476
3431 2659 1476
3431 2659 1476
3431 2682 1476
3431 2682 1476
3525 2730 1482
3525 2752 1482
3525 2752 1482
3587 2801 1486
3587 2821 1486
3587 2821 1486
3711 2873 1486
3711 2873 1486
3711 2873 1486
3796 2922 1488
3796 2948 1488
3796 2948 1488
3919 2997 1488
3919 2997 1488
3919 2997 1488
3967 3047 1488
3967 3047 1488
3967 3047 1488
3977 3096 1488
3977 3096 1488
3977 3096 1488
4041 3144 1489
4041 3168 1489
4041 3168 1489
4089 3216 1489
4089 3239 1489
4089 3239 1489
4145 3285 1489
4145 3285 1489
4145 3285 1489
4184 3329 1489
4184 3329 1489
4184 3329 1489
4184 3329 1489
4184 3329 1489
4184 3329 1489
4184 3329 1489
4184 3329 1489
4184 3329 1489
4184 3329 1489
4224 3401 1489
4224 3401 1489
4253 3443 1489
4253 3443 1489
4307 3489 1493
4307 3489 1493
4329 3531 1493
4329 3531 1493
4355 3575 1494
4355 3575 1494
4416 3620 1495
4416 3620 1495
4416 3620 1495
4416 3620 1495
4416 3620 1495
4416 3620 1495
4416 3620 1495
4416 3620 1495
4416 3620 1495
4416 3620 1495
4416 3620 1495
4416 3620 1495
4416 3639 1495
4416 3639 1495
4416 3659 1495
4416 3681 1495
4416 3681 1495
4416 3699 1495
4416 3699 1495
4416 3699 1495
4416 3699 1495
4416 3699 1495
4416 3699 1495
4416 3699 1495
4416 3699 1495
4416 3723 1495
4416 3723 1495
4416 3746 1495
4416 3755 1495
4416 3775 1495
4416 3792 1495
4416 3815 1495
4416 3815 1495
4416 3815 1495
4416 3815 1495
4416 3820 1495
4416 3820 1495
4416 3837 1495
4416 3857 1495
4416 3857 1495
4416 3879 1495
4416 3902 1495
4416 3902 1495
4416 3922 1495
4416 3927 1495
4416 3944 1495
4416 3944 1495
4416 3944 1495
4416 3944 1495
4416 3944 1495
4416 3944 1495
4416 3944 1495
4416 3944 1495
4416 3944 1495
4416 3944 1495
4416 3944 1495
4416 3944 1495
4416 3944 1495
4416 3944 1495
4416 3944 1495
4416 3944 1495
4416 3944 1495
4416 3944 1495
4416 3944 1495
4416 3944 1495
4416 3944 1495
4416 3944 1495
4416 3944 1495
4416 3944 1495
4416 3944 1495
4416 3944 1495
4416 3944 1495
4416 3944 1495
