flash;58720256;int;58720256;5;clock_gettime();0.418771;0.378915;154.969;0.0398555;10.5183;0.124025;0.118469;495.658;0.0172779;14.5842
flash;62914560;int;62914560;5;clock_gettime();0.453602;0.468488;134.293;0.0197009;4.20521;0.0867846;0.0914022;688.326;0.00947492;10.3662
flash;67108864;int;67108864;5;clock_gettime();0.44721;0.429087;156.399;0.0181229;4.22359;0.0900689;0.0931059;720.78;0.00818887;8.79522
flash;71303168;int;71303168;5;clock_gettime();0.460747;0.466852;152.732;0.0355562;7.61616;0.0970181;0.100202;711.596;0.00330577;3.29911
flash;75497472;int;75497472;5;clock_gettime();0.474749;0.475914;158.637;0.00224409;0.471532;0.101471;0.104511;722.384;0.00507541;4.85632
flash;79691776;int;79691776;5;clock_gettime();0.497427;0.500654;159.175;0.00571825;1.14216;0.107199;0.110975;718.108;0.00960932;8.65903
flash;83886080;int;83886080;5;clock_gettime();0.533197;0.526518;159.322;0.00667823;1.26838;0.114451;0.115208;728.127;0.00263672;2.28866
RAM;395264;int;395264;5;clock_gettime();0.000186924;0.000353012;1119.69;0.000365663;103.584;0.000162487;0.000215509;1834.09;8.83276e-05;40.9855
RAM;1048576;int;1048576;5;clock_gettime();0.000440192;0.000901887;1162.65;0.000977225;108.353;0.000503613;0.00051495;2036.27;0.000102535;19.9116
RAM;6291456;int;6291456;5;clock_gettime();0.00274271;0.00403929;1557.56;0.00334131;82.7201;0.00279736;0.00263648;2386.31;0.00016088;6.10206
RAM;7340032;int;7340032;5;clock_gettime();0.00447361;0.00480763;1526.75;0.00223282;46.4432;0.00318915;0.00324966;2258.71;0.000352542;10.8486
SSD;4194304;int;4194304;5;clock_gettime();0.179937;0.179975;23.3049;0.00675732;3.75459;0.144124;0.146229;28.6832;0.00557221;3.81061
SSD;8388608;int;8388608;5;clock_gettime();0.348058;0.360786;23.2509;0.0210398;5.83166;0.265858;0.275659;30.4312;0.0161206;5.84804
SSD;12582912;int;12582912;5;clock_gettime();0.546875;0.571304;22.0249;0.104618;18.3121;0.596713;0.48762;25.8047;0.109093;22.3724
SSD;16777216;int;16777216;5;clock_gettime();0.720891;0.739166;22.6975;0.0521241;7.05174;0.641051;0.624768;26.8535;0.075353;12.061
SSD;20971520;int;20971520;5;clock_gettime();1.15334;1.02851;20.3902;0.124834;12.1373;0.98591;0.933359;22.4689;0.10266;10.999
SSD;25165824;int;25165824;5;clock_gettime();1.04732;1.23437;20.3876;0.251256;20.355;0.861016;1.01861;24.706;0.189786;18.6318
SSD;29360128;int;29360128;5;clock_gettime();1.29466;1.32509;22.157;0.130957;9.88288;1.14019;1.24629;23.5581;0.217877;17.4821
SSD;33554432;int;33554432;5;clock_gettime();1.43386;1.78435;18.8048;0.350493;19.6426;1.16643;1.16078;28.9069;0.101882;8.77707
SSD;37748736;int;37748736;5;clock_gettime();1.71945;1.90315;19.8349;0.20684;10.8683;1.37055;1.55062;24.3443;0.180072;11.6129
SSD;41943040;int;41943040;5;clock_gettime();2.55555;1.89513;22.132;0.660414;34.8479;1.53713;1.60407;26.1479;0.197475;12.3108
